,bphP_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_06480,14.647429352146348,16.223099753100254,-0.14740200097161504,0.3105959747230274,cds-ABJ15461.1,PA14_06480,putative hydrolase
gene-PA14_06500,156.71885962940598,132.9810343686248,0.23695829870549764,0.9013815009215355,cds-ABJ15462.1,bioB,biotin synthase
gene-PA14_06510,38.55452915455938,42.55029370309248,-0.14226873735580825,0.19524518007023375,cds-ABJ15463.1,bioF,8-amino-7-oxononanoate synthase
gene-PA14_06530,47.967423765444785,57.42157489892616,-0.25953793748572346,0.6470611022560735,cds-ABJ15464.1,bioH,putative biotin biosynthesis protein bioH
gene-PA14_06540,27.801689475342897,33.665337438334454,-0.276091359933817,0.41963987095711935,cds-ABJ15465.1,bioC,putative biotin synthesis protein BioC
gene-PA14_06570,20.723205421503692,20.924656580041983,-0.013956771177932583,0.019279235950357347,cds-ABJ15466.1,bioD,dethiobiotin synthase
gene-PA14_06580,165.9348459076235,230.16612166143102,-0.47205861469641985,0.5105146082869197,cds-ABJ15467.1,PA14_06580,conserved hypothetical protein
gene-PA14_06600,647.8011720131212,1461.7521410484621,-1.1740757198088123,3.36067816512743,cds-ABJ15468.1,PA14_06600,putative acyl-CoA dehydrogenase
gene-PA14_06620,25.268526697300754,30.55639734024606,-0.2741328976678874,1.1288205384510026,cds-ABJ15469.1,PA14_06620,putative acyl-CoA dehydrogenase
gene-PA14_06640,133.92021889202027,203.93973969690296,-0.6067691314943732,1.8940646857142058,cds-ABJ15470.1,PA14_06640,putative acyl-CoA dehydrogenase
gene-PA14_06650,31.354802545985724,39.51662064828521,-0.33377313298735156,0.5313426454530655,cds-ABJ15471.1,nirN,putative c-type cytochrome
gene-PA14_06660,24.101143709002404,36.55731987472719,-0.6010586749779084,0.743669063953987,cds-ABJ15472.1,nirE,putative uroporphyrin-III c-methyltransferase
gene-PA14_06670,25.38504886051705,42.15239469873586,-0.7316355340420426,0.9206844384485025,cds-ABJ15473.1,nirJ,heme d1 biosynthesis protein NirJ
gene-PA14_06680,12.906389631779541,18.9627387982107,-0.5550818276914444,0.797469456612759,cds-ABJ15474.1,nirH,heme d1 biosynthesis protein NirH
gene-PA14_06690,8.761487347239715,15.30510054024383,-0.804764744040717,1.4748092550979708,cds-ABJ15475.1,nirG,heme d1 biosynthesis protein NirG
gene-PA14_06700,11.926057049573513,19.484024304948374,-0.7081744975525438,0.9507308576651204,cds-ABJ15476.1,nirL,heme d1 biosynthesis protein NirL
gene-PA14_06710,12.82115580850252,22.965413507787726,-0.8409363857989043,1.6674145640815858,cds-ABJ15477.1,nirD,heme d1 biosynthesis protein NirD
gene-PA14_06720,43.84930617904913,81.55826599916018,-0.8952770720952656,2.102585378539918,cds-ABJ15478.1,nirF,heme d1 biosynthesis protein NirF
gene-PA14_06730,11.392519037172113,23.646958010245154,-1.0535677570783775,3.5655597029524966,cds-ABJ15479.1,nirC,putative c-type cytochrome precursor
gene-PA14_06740,33.91929901185107,52.6888982421772,-0.6353926421565299,1.395704579366067,cds-ABJ15480.1,nirM,cytochrome c-551 precursor
gene-PA14_06750,330.02809261480826,534.2842642991005,-0.6950186913304167,1.7171967021714103,cds-ABJ15481.1,nirS,nitrite reductase precursor
gene-PA14_06770,35.65573106462941,56.354510895736404,-0.660397096065425,2.0871825056741087,cds-ABJ15482.1,nirQ,regulatory protein NirQ
gene-PA14_06790,4.34927527082898,9.200951052333691,-1.081007794823519,2.3963607523921198,cds-ABJ15483.1,nirO,cytochrome c oxidase subunit
gene-PA14_06800,1.141671314209994,2.0949403193600435,-0.8757612060497754,1.618950448298958,cds-ABJ15484.1,PA14_06800,hypothetical protein
gene-PA14_06810,2.822992682816207,4.806961397927098,-0.7678996164334344,0.998361421114859,cds-ABJ15485.1,norC,nitric-oxide reductase subunit C
gene-PA14_06830,11.80124762307923,19.585455609461423,-0.730843251902536,1.3376688661953526,cds-ABJ15486.1,norB,nitric-oxide reductase subunit B
gene-PA14_06840,5.745022269489923,8.398225631179386,-0.5477719838489769,2.8785673302129764,cds-ABJ15487.1,norD,putative dinitrification protein NorD
gene-PA14_06860,25.794969703345085,46.050693921701594,-0.8361331191671458,1.3239831155987094,cds-ABJ15488.1,PA14_06860,hypothetical protein
gene-PA14_06870,397.4690144208283,571.3908591879338,-0.5236355595797232,1.2476550151404726,cds-ABJ15489.1,dnr,transcriptional regulator Dnr
gene-PA14_06875,7.750378918506864,6.0360709992481825,0.3606570170754727,0.4195803343431823,,,
gene-PA14_06880,19.05928063180338,21.290699520481088,-0.1597296757222651,0.3748622747139385,cds-ABJ15490.1,PA14_06880,putative transcriptional regulator%2C LysR family
gene-PA14_06890,23.905050227123407,118.93935436731242,-2.3148387589486497,2.610324261711911,cds-ABJ15491.1,PA14_06890,putative sulfurase
gene-PA14_06900,2.230225230762355,11.02493388757116,-2.3055081646152487,2.184137182724839,cds-ABJ15492.1,PA14_06900,hypothetical protein
gene-PA14_06920,8.74294661030848,46.309645782429165,-2.405121093175786,2.599935675525978,cds-ABJ15493.1,argD,class III pyridoxal phosphate-dependent aminotransferase
gene-PA14_06930,3.791202625227939,19.827473092021624,-2.3867730454082783,2.8742435516626634,cds-ABJ15494.1,PA14_06930,putative glutamine amidotransferase
gene-PA14_06940,1.0813849114862233,20.591694650948696,-4.251109256475361,1.7249198657658686,cds-ABJ15495.1,PA14_06940,hypothetical protein
gene-PA14_06950,39.87177561585855,37.36657951679671,0.09361934455901412,0.3197605139741926,cds-ABJ15496.1,PA14_06950,putative transcriptional regulator%2C LuxR family
gene-PA14_06960,113.902492511494,154.2672350470887,-0.43763235817299856,1.6002670587400827,cds-ABJ15497.1,PA14_06960,putative oxidoreductase
gene-PA14_06970,28.713546461255408,29.624221208621183,-0.04504569455019951,0.0949612791311318,cds-ABJ15498.1,PA14_06970,putative transcriptional regulator%2C Cro/CI family
gene-PA14_06980,259.21831365785033,299.24836170076816,-0.20717570051607617,1.0162394176883895,cds-ABJ15499.1,PA14_06980,putative dehydrogenase
gene-PA14_06990,320.8459556668926,317.963256193045,0.013020740387593798,0.0735519292560111,cds-ABJ15500.1,PA14_06990,putative exported protein
gene-PA14_07000,45.56783262020172,31.527361144166495,0.5314113171481349,1.4440199724396996,cds-ABJ15501.1,dsbB,disulfide bond formation protein
gene-PA14_07010,4.375766783831676,6.517289021777859,-0.5747360178931428,0.5854111788081745,cds-ABJ15502.1,PA14_07010,putative membrane protein
gene-PA14_07020,35.751896967304326,37.34790911700165,-0.06300768361455372,0.08475717259117578,cds-ABJ15503.1,PA14_07020,putative membrane protein
gene-PA14_07030,76.11644582975322,70.63954001848077,0.10773224805348977,0.3403762401743727,cds-ABJ15504.1,PA14_07030,putative cytochrome c'
gene-PA14_07040,317.0638118633155,343.34646491776203,-0.11489188483388302,0.13548290928271411,cds-ABJ15505.1,yqjC,putative exported protein
gene-PA14_07050,9.97102700595419,21.835116567571717,-1.1308361403480132,3.1947665281236417,cds-ABJ15506.1,PA14_07050,putative depolymerase
gene-PA14_07060,22.49274292660699,24.64410763169001,-0.13178313159189295,0.33262665525768825,cds-ABJ15507.1,PA14_07060,hypothetical protein
gene-PA14_07070,48.52770574358132,73.24408564687482,-0.5939036035592159,0.916744394108997,cds-ABJ15508.1,PA14_07070,putative reductase
gene-PA14_07090,2182.3495625035807,1692.4185321490738,0.3667958181929679,0.4858031253964686,cds-ABJ15509.1,metK,methionine adenosyltransferase
gene-PA14_07110,427.2966144498637,225.4372797149109,0.9225117749920542,1.570035652976514,cds-ABJ15510.1,PA14_07110,putative transcriptional regulator%2C ArsR family
gene-PA14_07130,1213.4475979226488,1215.4820326367135,-0.002416759645894012,0.005546268405778171,cds-ABJ15511.1,tktA,transketolase
gene-PA14_07140,126.04798044850874,125.38809992288287,0.0075725690489556186,0.014233211544081937,cds-ABJ15512.1,PA14_07140,hypothetical protein
gene-PA14_07150,19.58323408682814,24.541649450281497,-0.32561316167434085,0.7747281081887989,cds-ABJ15513.1,hyi,putative hydroxypyruvate isomerase
gene-PA14_07170,61.55631137589395,66.03004717786057,-0.10121589115859705,0.17342118812034663,cds-ABJ15514.1,epd,D-erythrose 4-phosphate dehydrogenase
gene-PA14_07190,332.2911703516528,371.56030728007585,-0.16114843231007672,0.69039340057942,cds-ABJ15515.1,pgk,phosphoglycerate kinase
gene-PA14_07200,54.01908447932959,65.29214715859088,-0.2734402920916066,0.5571840900616917,cds-ABJ15516.1,PA14_07200,hypothetical protein
gene-PA14_07210,73.90947495841334,76.49274716558897,-0.049563636083944394,0.05033774264028176,cds-ABJ15517.1,PA14_07210,conserved hypothetical protein
gene-PA14_07230,717.722829608217,714.9697615158394,0.0055445845003927385,0.02235941315964407,cds-ABJ15518.1,fda,fructose-1%2C6-bisphosphate aldolase
gene-PA14_07240,35.581718909927794,39.911839907120225,-0.16568057601333896,0.28783942418820685,cds-ABJ15519.1,PA14_07240,hypothetical protein
gene-PA14_07250,6.185767964357329,9.368385820519237,-0.5988476949853213,0.7807945785077782,cds-ABJ15521.1,PA14_07250,putative isomerase
gene-PA14_07260,67.92234612326602,93.57801647227313,-0.4622833508036928,1.526496840412029,cds-ABJ15520.1,PA14_07260,conserved hypothetical protein
gene-PA14_07280,25.5553758360183,20.601532539425154,0.310875132276339,1.6266573693775022,cds-ABJ15522.1,yhiN,putative periplasmic protein
gene-PA14_07290,23.20836253893388,21.47930602834498,0.11169734993654994,0.12731405670513288,cds-ABJ15523.1,ygjP,putative metal-dependent hydrolase
gene-PA14_07300,56.68936467601886,47.803492536781846,0.24596207027720385,0.4877970037398423,cds-ABJ15524.1,PA14_07300,hypothetical protein
gene-PA14_07310,46.76388464571471,48.450540590908474,-0.051117983045059955,0.09916986160163964,cds-ABJ15525.1,PA14_07310,putative hydrolase
gene-PA14_07330,81.88175706545611,43.24982409803459,0.9208477798729172,1.4613180659728977,cds-ABJ15526.1,PA14_07330,conserved hypothetical protein
gene-PA14_07340,15.337112604910686,17.41385487024198,-0.1832086897828015,0.3762343812599928,cds-ABJ15527.1,PA14_07340,putative transcriptional regulator
gene-PA14_07355,71.20104111472118,75.71465778691503,-0.08867428421850401,0.2764571697932959,cds-ABJ15643.1,PA14_07355,hypothetical protein
gene-PA14_07360,16.297109432114464,21.337025037239346,-0.38874291734685845,0.8498564627256128,cds-ABJ15528.1,PA14_07360,hypothetical protein
gene-PA14_07370,9.269921085211992,57.192263238259045,-2.6251909040618613,3.0880181563453877,cds-ABJ15529.1,PA14_07370,conserved hypothetical protein
gene-PA14_07380,55.08459132929939,52.218091120459576,0.0770990928258906,0.0890281093329486,cds-ABJ15530.1,PA14_07380,hypothetical protein
gene-PA14_07400,31.237863018571375,24.585851205628263,0.3454674448732804,1.2372784538915969,cds-ABJ15531.1,PA14_07400,hypothetical protein
gene-PA14_07410,13.984193703915366,13.652524211493871,0.03462935594807221,0.058329704816134566,cds-ABJ15532.1,PA14_07410,hypothetical protein
gene-PA14_07420,45.316291214160366,45.52273229061947,-0.0065573585424936074,0.011194238839088532,cds-ABJ15533.1,PA14_07420,hypothetical protein
gene-PA14_07430,1374.6365702362862,1575.3231391756738,-0.19659754676406543,0.3724978825924716,cds-ABJ15534.1,PA14_07430,conserved hypothetical protein
gene-PA14_07440,1.960181795939232,3.0451576306135895,-0.6355291838725261,1.929577747917466,cds-ABJ15535.1,PA14_07440,hypothetical protein
gene-PA14_07450,34.625162531181616,31.22553164232097,0.1490947034483641,0.8982820471643087,cds-ABJ15536.1,PA14_07450,hypothetical protein
gene-PA14_07460,6.869852008873206,7.031243979604835,-0.03350093040228283,0.025845819843789503,cds-ABJ15537.1,PA14_07460,hypothetical protein
gene-PA14_07470,7.561708312281727,6.344710872856591,0.25315774034380606,0.19643855676737632,,,
gene-PA14_07480,673.4880589203777,1063.7663869297241,-0.6594570837258709,0.9963053631683019,cds-ABJ15538.1,PA14_07480,putative reverse transcriptase
gene-PA14_07500,68.73364249059321,106.9726857952079,-0.638154139952367,2.4297534391831688,cds-ABJ15539.1,PA14_07500,conserved hypothetical protein
gene-PA14_07520,1355.2551627177431,1167.9044852964096,0.2146422114244904,2.2963584362733807,cds-ABJ15540.1,rpoD,sigma factor RpoD
gene-PA14_07530,112.53432377893411,112.7711900155666,-0.003033444339945568,0.01508080307883958,cds-ABJ15541.1,dnaG,putative DNA primase
gene-PA14_07550,65.23828279270619,51.4571998923804,0.34234584869513723,0.49493371210908743,cds-ABJ15542.1,PA14_07550,conserved hypothetical protein
gene-PA14_07560,162.80084182295505,87.25684124385118,0.8997679986550252,1.5235794373184506,cds-ABJ15543.1,rpsU,30S ribosomal protein S21
gene-PA14_07570,80.3255583956119,67.74159660525733,0.24581711130475475,1.0170630306736994,cds-ABJ15544.1,gcp,O-sialoglycoprotein endopeptidase
gene-PA14_07580,23.68767486509383,30.154873851936586,-0.3482545933222286,1.9185831156935695,cds-ABJ15545.1,PA14_07580,putative transmembrane protein
gene-PA14_07590,21.298629102681467,18.197386113382134,0.22702932653306904,0.4480749345746696,cds-ABJ15546.1,folB,dihydroneopterin aldolase
gene-PA14_07600,30.278627693891035,31.468080145859137,-0.055589341183842324,0.0960670830781112,cds-ABJ15547.1,folk,putative 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
gene-PA14_07620,57.00184003498878,67.05846886915879,-0.23441104833914048,1.093736778290529,cds-ABJ15548.1,cca,tRNA nucleotidyl transferase
gene-PA14_07630,10.269458847058083,24.379221557799493,-1.24729181850185,2.715961567274626,cds-ABJ15549.1,PA14_07630,hypothetical protein
gene-PA14_07650,509.59882634689114,719.8923382425772,-0.4984192081491212,1.2568398977882858,cds-ABJ15550.1,ycgB,putative sporulation protein
gene-PA14_07660,335.53552221020806,465.50463241018,-0.47233001483144293,1.0228898118654386,cds-ABJ15551.1,PA14_07660,conserved hypothetical protein
gene-PA14_07680,1451.4163875366066,2073.849382319921,-0.5148496545792441,1.1708248523898954,cds-ABJ15552.1,prkA,putative protein kinase
gene-PA14_07690,31.542314806608886,29.77120824333464,0.08337076331075635,0.09921549247766555,cds-ABJ15553.1,glpE,putative thiosulfate/cyanide sulfurtransferase
gene-PA14_07700,133.2496057836471,154.6110676503741,-0.21451233026603622,0.8163811683487587,cds-ABJ15554.1,apaH,bis(5'-nucleosyl)-tetraphosphatase
gene-PA14_07710,67.8400250003715,72.27431554579486,-0.0913463382414035,0.16320223511962798,cds-ABJ15555.1,apaG,putative apaG protein
gene-PA14_07730,57.6845381510374,51.75267449952501,0.1565512448647467,0.3737111552330468,cds-ABJ15556.1,ksgA,rRNA (adenine-N6%2CN6)-dimethyltransferase
gene-PA14_07740,127.26832409281013,170.6627753857145,-0.42327502161472036,1.2563643901417099,cds-ABJ15557.1,pdxA,pyridoxal phosphate biosynthetic protein PdxA
gene-PA14_07760,609.6561661701897,577.3838147702328,0.07846515438142974,0.35907343227071825,cds-ABJ15558.1,surA,peptidyl-prolyl cis-trans isomerase
gene-PA14_07770,1384.7198113887946,1197.6142016096017,0.20943085168701359,0.5529870809754823,cds-ABJ15559.1,ostA,organic solvent tolerance protein OstA precursor
gene-PA14_07780,96.53309116691757,104.50005990458665,-0.11440828567634183,0.4533175116277863,cds-ABJ15560.1,PA14_07780,putative phosphotransferase
gene-PA14_07790,34.725599528032966,37.19451951273869,-0.09909045580003298,0.24035288846176472,cds-ABJ15561.1,PA14_07790,putative nucleotidyltransferase
gene-PA14_07800,52.03501280479035,62.06844061675872,-0.254377199793544,0.4519633268501068,cds-ABJ15562.1,djlA,putative DnaJ-like protein DjlA
gene-PA14_07810,66.95113899640823,74.93676836375211,-0.1625651613072592,0.9289969690219051,cds-ABJ15563.1,PA14_07810,conserved hypothetical protein
gene-PA14_07820,75.43600395984947,69.8209012810849,0.11159427320520407,0.36421786659842853,cds-ABJ15564.1,PA14_07820,putative histidine kinase
gene-PA14_07840,32.233174992512964,32.78407731074159,-0.024448988875728522,0.07506464163833336,cds-ABJ15565.1,uhpA,putative two-component response regulator
gene-PA14_07850,90.45694572450878,59.955323073025816,0.5933434285273465,0.947169316701437,cds-ABJ15566.1,PA14_07850,putative binding protein component of ABC transporter
gene-PA14_07860,83.56004513864522,76.67557068590952,0.12404627086412644,0.2882327692296296,cds-ABJ15567.1,PA14_07860,putative ATP-binding component of ABC transporter
gene-PA14_07870,167.35072557743493,154.94385418623273,0.11112927351348774,0.205592879180277,cds-ABJ15568.1,PA14_07870,putative binding protein component of ABC transporter
gene-PA14_07890,44.36037275781563,52.54816148683199,-0.24436879566827796,0.4679575511671178,cds-ABJ15569.1,PA14_07890,putative permease of ABC transporter
gene-PA14_07900,29.816900242470883,34.40280768573555,-0.20639602142893562,0.7230040729827434,cds-ABJ15570.1,PA14_07900,putative permease of ABC transporter
gene-PA14_07910,110.88301262556972,84.75441092316636,0.3876779979171149,1.3101461653824393,cds-ABJ15571.1,rpe,ribulose-phosphate 3-epimerase
gene-PA14_07930,123.41703763447447,112.21338550127074,0.13729679035803197,1.0294604058272252,cds-ABJ15572.1,gph,putative phosphoglycolate phosphatase
gene-PA14_07940,172.19904034746227,149.01394313393374,0.20862977240923408,0.9173851237565412,cds-ABJ15573.1,trpE,anthranilate synthetase component I
gene-PA14_07950,16.77119918777806,17.047112238518036,-0.02354151830982902,0.04841860931344089,cds-ABJ15574.1,prtN,transcriptional regulator PrtN
gene-PA14_07960,43.92640960850442,35.839643258843175,0.2935322987834562,1.5701525868983393,cds-ABJ15575.1,prtR,transcriptional regulator PrtR
gene-PA14_07970,14.718146648112276,6.7078218718301414,1.133679613339231,1.0808828800022974,cds-ABJ15576.1,PA14_07970,putative zinc finger protein
gene-PA14_07980,41.59056048737215,15.422967921470311,1.4311756508611984,2.1265281750234033,cds-ABJ15577.1,PA14_07980,conserved hypothetical protein
gene-PA14_07990,52.750594586571594,15.027590601310616,1.8115735682943968,1.3961086219957402,cds-ABJ15578.1,hol,putative holin
gene-PA14_08000,157.33612791623452,60.110411692703984,1.3881631629811773,1.269512080595656,cds-ABJ15579.1,PA14_08000,conserved hypothetical protein
gene-PA14_08010,100.6771655738214,44.22469541008875,1.1868123749433472,1.362623067053229,cds-ABJ15580.1,gpV,putative baseplate assembly protein V
gene-PA14_08020,100.00876772356492,46.015039217585716,1.11994910572558,0.9840455467662542,cds-ABJ15581.1,gpW,putative baseplate assembly protein W
gene-PA14_08030,305.40348644865225,115.21034366388682,1.4064462752622051,1.1414633760753623,cds-ABJ15582.1,PA14_08030,putative phage baseplate assembly protein
gene-PA14_08040,175.13533118558703,76.06660558714297,1.2031350140991255,1.3140386637335462,cds-ABJ15583.1,gpI,putative phage tail protein
gene-PA14_08050,755.1125180523213,310.9425916567336,1.280043386544855,1.365574887447492,cds-ABJ15584.1,PA14_08050,putative tail fiber protein
gene-PA14_08060,99.3787833158076,45.293253068255034,1.1336417009150277,1.827211668687091,cds-ABJ15585.1,PA14_08060,putative tail fiber assembly protein
gene-PA14_08070,641.432238493493,311.341244769189,1.0428001535590274,1.238530082999764,cds-ABJ15586.1,gpFI,putative phage tail sheath protein
gene-PA14_08090,279.59857856750847,115.14302033526751,1.2799300574634973,1.979299055476391,cds-ABJ15587.1,gpFII,putative phage tail tube protein
gene-PA14_08100,154.03528524958475,77.86587872749286,0.9841976866601218,1.3009371019830578,cds-ABJ15588.1,PA14_08100,conserved hypothetical protein
gene-PA14_08110,13.95576057173534,5.835518811469082,1.2579277761806147,1.3466053836676322,cds-ABJ15589.1,PA14_08110,hypothetical protein
gene-PA14_08120,978.7042619760037,407.7839178696492,1.2630681004317275,1.1975888691100751,cds-ABJ15590.1,PA14_08120,putative tail length determinator protein
gene-PA14_08130,246.3726531852062,110.18894070524031,1.1608626889979552,1.1765776805216581,cds-ABJ15591.1,gpU,putative tail formation protein
gene-PA14_08140,27.728050433054563,12.1434958127463,1.1911623187747136,1.3010030303373195,cds-ABJ15592.1,XR2,putative phage protein X
gene-PA14_08150,299.10038016911216,114.40174263280171,1.3865207081075677,1.325092728952881,cds-ABJ15593.1,gpD,putative phage late control gene D protein
gene-PA14_08160,94.68272459170345,41.46882172823089,1.1910741461094,1.1575997027657896,cds-ABJ15594.1,lys,putative lytic enzyme
gene-PA14_08180,63.00755574933112,29.636986150589298,1.0881260740428365,1.1849363295354598,cds-ABJ15595.1,PA14_08180,hypothetical protein
gene-PA14_08190,31.852110294465763,13.727109512402448,1.2143610258781505,0.8888683877829041,cds-ABJ15596.1,PA14_08190,hypothetical protein
gene-PA14_08200,30.67239567253637,13.132087082051983,1.223844567801963,1.2689139321378873,cds-ABJ15597.1,PA14_08200,hypothetical protein
gene-PA14_08210,286.9975862011311,109.12864642270343,1.3950087340444026,1.761203519162525,cds-ABJ15598.1,PA14_08210,putative major tail protein V
gene-PA14_08220,154.1845911153649,61.3591604309813,1.3293079304064106,1.739648127903479,cds-ABJ15599.1,PA14_08220,hypothetical protein
gene-PA14_08230,118.15351410595652,50.35187325091925,1.2305451646276373,1.327297415298017,cds-ABJ15600.1,PA14_08230,hypothetical protein
gene-PA14_08240,499.3618223245201,187.51845380628512,1.4130529432806764,1.513019210037936,cds-ABJ15601.1,PA14_08240,putative tail length determination protein
gene-PA14_08250,109.02657948257142,44.3562289457669,1.2974712501233658,1.177414966918883,cds-ABJ15602.1,PA14_08250,putative phage minor tail protein
gene-PA14_08260,140.20704282985366,66.26836131668539,1.0811666585338642,0.8480149924300528,cds-ABJ15603.1,PA14_08260,putative minor tail protein L
gene-PA14_08270,194.12109218485054,87.64655801244375,1.1471875323863567,1.057683787413885,cds-ABJ15604.1,PA14_08270,conserved hypothetical protein
gene-PA14_08280,184.30472704457506,70.61901665355106,1.3839644236814654,1.2026052522235453,cds-ABJ15605.1,PA14_08280,putative phage tail assembly protein
gene-PA14_08300,648.5537979953966,289.9302695098925,1.1615202866892838,1.2418008485303078,cds-ABJ15606.1,JF1,putative phage-related protein%2C tail component
gene-PA14_08310,327.3240940573144,146.6332659648137,1.1585073587191204,1.517462030661742,cds-ABJ15607.1,PA14_08310,conserved hypothetical protein
gene-PA14_08320,212.52775964730301,113.15061328393217,0.9094068833081311,0.6325897052898654,cds-ABJ15608.1,PA14_08320,conserved hypothetical protein
gene-PA14_08330,43.310098331195746,22.94039360858973,0.9168132729780265,1.21658932364591,cds-ABJ15609.1,PA14_08330,hypothetical protein
gene-PA14_08340,72.54633566505494,59.571882342450714,0.28427119501862774,1.4944384658222056,cds-ABJ15610.1,trpG,anthranilate synthase component II
gene-PA14_08350,87.52297597157015,64.34751892287828,0.4437772649029938,1.7024736252093213,cds-ABJ15611.1,trpD,anthranilate phosphoribosyltransferase
gene-PA14_08360,82.9045555492807,65.4236128096845,0.34163994449916996,1.9572191791970297,cds-ABJ15612.1,trpC,indole-3-glycerol-phosphate synthase
gene-PA14_08370,505.5215544515458,465.61826242015513,0.11862496233488685,0.22154243946861868,cds-ABJ15613.1,vfr,cyclic AMP receptor-like protein
gene-PA14_08380,96.50412288968782,69.58192068103322,0.47187807084780115,0.5209192986657899,cds-ABJ15614.1,PA14_08380,putative redox protein
gene-PA14_08390,127.5079046204941,93.97275463639443,0.44027223868079857,0.5805652998419966,cds-ABJ15615.1,speD,S-adenosylmethionine decarboxylase proenzyme
gene-PA14_08400,192.79342346612398,257.9449566188109,-0.42000739760052985,1.808772637556065,cds-ABJ15616.1,PA14_08400,putative ubiquinone biosynthesis protein
gene-PA14_08420,66.23393710219044,95.5905855587133,-0.5292979136015054,1.106745673588417,cds-ABJ15617.1,PA14_08420,putative HIT family protein
gene-PA14_08430,79.47246089263773,66.00450064154428,0.26789061423952965,0.8269127831946215,cds-ABJ15618.1,PA14_08430,putative ATPase associated with various cellular activities
gene-PA14_08440,66.22855432189303,76.00412147834683,-0.19862428440656163,0.5325597267383062,cds-ABJ15619.1,PA14_08440,putative short chain alcohol dehydrogenase
gene-PA14_08450,282.94152651074563,244.4912514323677,0.21072108913665893,0.5566757907446975,cds-ABJ15620.1,PA14_08450,putative membrane protein
gene-PA14_08460,233.79145403835525,254.5943446831084,-0.12297817755618273,0.9526538940078344,cds-ABJ15621.1,PA14_08460,putative 2-nitropropane dioxygenase
gene-PA14_08470,80.08475701222926,74.19823252345891,0.1101428501557539,0.677369830297364,cds-ABJ15622.1,PA14_08470,putative membrane protein
gene-PA14_08480,150.88674947579966,123.94997299889667,0.28370815805571553,1.2145096267234954,cds-ABJ15623.1,argC,N-acetyl-gamma-glutamyl-phosphate reductase
gene-PA14_08490,82.11991053839175,68.06489406957722,0.27082116299815995,1.2828943069072363,cds-ABJ15624.1,PA14_08490,conserved hypothetical protein
gene-PA14_08500,64.41721548718827,53.64435833581496,0.26401984152677355,1.3902615609603364,cds-ABJ15625.1,PA14_08500,putative integral membrane protein
gene-PA14_08510,62.08461746419255,54.481167740441975,0.1884782306832351,0.2653426948694859,cds-ABJ15626.1,yadR,HesB-like domain
gene-PA14_08520,187.75986353928567,204.49659140660393,-0.12318809713416044,0.2571232042334692,cds-ABJ15627.1,PA14_08520,putative chaperone
gene-PA14_08540,445.2617056312153,392.2632295174628,0.18283143434607227,0.36673854267117056,cds-ABJ15628.1,PA14_08540,putative metallopeptidase
gene-PA14_08560,278.1467323997279,179.85629533516408,0.6290014967976159,1.4184179829677452,cds-ABJ15629.1,tyrZ,tyrosyl-tRNA synthetase 2
gene-PA14_08570,1814.583193671694,686.0598394944531,1.4032318789252338,0.26311372775414626,,,
gene-PA14_08580,72.12658763538226,68.16598494603828,0.08147916007138362,0.050095049367066734,,,
gene-PA14_08590,26.24097753739098,19.41835624356639,0.43440036291878326,0.5502766653341613,,,
gene-PA14_08600,2767.8120181182144,1895.7854422686917,0.545950267557594,0.3453143529796419,,,
gene-PA14_08610,1.8101704563193073,10.02693298300605,-2.469682266190949,1.2392066072316588,,,
gene-PA14_08620,151.7311298602615,117.29728322451001,0.37134750428936136,0.5870769408933191,cds-ABJ13550.1,birA,BirA bifunctional protein
gene-PA14_08630,86.13149215885683,66.08176070282933,0.3822886930187839,0.7313912300045701,cds-ABJ13549.1,PA14_08630,putative transcriptional regulator
gene-PA14_08640,102.23855784307142,81.7064315026045,0.32341783824566406,0.3310583610784767,cds-ABJ13548.1,PA14_08640,conserved hypothetical protein
gene-PA14_08650,34.84109255859163,23.802867222594234,0.5496544790793753,0.9904355207494575,,,
gene-PA14_08660,45.1377605543185,21.377204933788253,1.0782615740581574,1.1026431563719215,,,
gene-PA14_08670,23.225717569491604,11.077509774449146,1.068089501674488,1.0279997984423812,,,
gene-PA14_08680,5532.579564137173,4032.0613149802134,0.4564347156420437,2.293309291132762,cds-ABJ13547.1,tufB,elongation factor Tu
gene-PA14_08690,47.916492660760575,30.592785842454536,0.6473308063363831,0.7713273668109156,,,
gene-PA14_08695,262.8765087924669,146.499604599945,0.8434884501693807,2.878088053563694,cds-ABJ15650.1,secE,secretion protein SecE
gene-PA14_08710,787.2740254646791,492.50658044317487,0.6767228783323792,0.6890948435801213,cds-ABJ13546.1,nusG,transcription antitermination protein NusG
gene-PA14_08720,1301.536012422981,1121.7901012317982,0.2144124725631874,0.6259748398853355,cds-ABJ13545.1,rplK,50S ribosomal protein L11
gene-PA14_08730,2002.4785872090324,1757.7414470635422,0.18806394113435296,1.2070355237969135,cds-ABJ13544.1,rplA,50S ribosomal protein L1
gene-PA14_08740,1459.8394045652901,1147.0812641726552,0.3478420664634463,1.2400702108280721,cds-ABJ13543.1,rplJ,50S ribosomal protein L10
gene-PA14_08750,2099.4799517775245,1137.4801574159526,0.8841906324843767,1.3490831028754127,cds-ABJ13542.1,rplL,50S ribosomal protein L7 / L12
